"";"nom";"prenom";"age";"minutes";"Competition";"year";"saison";"lien"
"1015";"Artru";"Yohann";20;160;"Top 14";1992;"11/12";"http://www.itsrugby.fr/joueur_23671.html"
"1016";"Kainga";"Michael";25;20;"Super Rugby";1991;"15/16";"http://www.itsrugby.fr/joueur_23726.html"
"1017";"Kainga";"Michael";22;34;"Super Rugby";1991;"12/13";"http://www.itsrugby.fr/joueur_23726.html"
"1018";"Pleasants-Tate";"Gregory";25;100;"Super Rugby";1991;"15/16";"http://www.itsrugby.fr/joueur_23727.html"
"1019";"Pleasants-Tate";"Gregory";24;10;"Super Rugby";1991;"14/15";"http://www.itsrugby.fr/joueur_23727.html"
"1020";"Taylor";"Codie";25;997;"Super Rugby";1991;"15/16";"http://www.itsrugby.fr/joueur_23731.html"
"1021";"Taylor";"Codie";24;558;"Super Rugby";1991;"14/15";"http://www.itsrugby.fr/joueur_23731.html"
"1022";"Taylor";"Codie";23;74;"Super Rugby";1991;"13/14";"http://www.itsrugby.fr/joueur_23731.html"
"1023";"Taylor";"Codie";22;94;"Super Rugby";1991;"12/13";"http://www.itsrugby.fr/joueur_23731.html"
"1024";"Bird";"Dominic";25;716;"Super Rugby";1991;"15/16";"http://www.itsrugby.fr/joueur_23732.html"
"1025";"Bird";"Dominic";24;271;"Super Rugby";1991;"14/15";"http://www.itsrugby.fr/joueur_23732.html"
"1026";"Bird";"Dominic";23;1016;"Super Rugby";1991;"13/14";"http://www.itsrugby.fr/joueur_23732.html"
"1027";"Bird";"Dominic";22;346;"Super Rugby";1991;"12/13";"http://www.itsrugby.fr/joueur_23732.html"
"1028";"Retallick";"Brodie";25;926;"Super Rugby";1991;"15/16";"http://www.itsrugby.fr/joueur_23733.html"
"1029";"Retallick";"Brodie";24;507;"Super Rugby";1991;"14/15";"http://www.itsrugby.fr/joueur_23733.html"
"1030";"Retallick";"Brodie";23;1218;"Super Rugby";1991;"13/14";"http://www.itsrugby.fr/joueur_23733.html"
"1031";"Retallick";"Brodie";22;1314;"Super Rugby";1991;"12/13";"http://www.itsrugby.fr/joueur_23733.html"
"1032";"Retallick";"Brodie";21;1335;"Super Rugby";1991;"11/12";"http://www.itsrugby.fr/joueur_23733.html"
"1033";"Weber";"Brad";25;891;"Super Rugby";1991;"15/16";"http://www.itsrugby.fr/joueur_23736.html"
"1034";"Weber";"Brad";24;810;"Super Rugby";1991;"14/15";"http://www.itsrugby.fr/joueur_23736.html"
"1035";"Weber";"Brad";23;75;"Super Rugby";1991;"13/14";"http://www.itsrugby.fr/joueur_23736.html"
"1036";"Naholo";"Waisake";25;638;"Super Rugby";1991;"15/16";"http://www.itsrugby.fr/joueur_23739.html"
"1037";"Naholo";"Waisake";24;1420;"Super Rugby";1991;"14/15";"http://www.itsrugby.fr/joueur_23739.html"
"1038";"Naholo";"Waisake";22;138;"Super Rugby";1991;"12/13";"http://www.itsrugby.fr/joueur_23739.html"
"1039";"Saili";"Francis";24;843;"Super Rugby";1991;"14/15";"http://www.itsrugby.fr/joueur_23741.html"
"1040";"Saili";"Francis";23;409;"Super Rugby";1991;"13/14";"http://www.itsrugby.fr/joueur_23741.html"
"1041";"Saili";"Francis";22;1122;"Super Rugby";1991;"12/13";"http://www.itsrugby.fr/joueur_23741.html"
"1042";"Saili";"Francis";21;302;"Super Rugby";1991;"11/12";"http://www.itsrugby.fr/joueur_23741.html"
"1043";"Tu'ungafasi";"Ofa";25;549;"Super Rugby";1992;"16/17";"http://www.itsrugby.fr/joueur_23794.html"
"1044";"Tu'ungafasi";"Ofa";24;737;"Super Rugby";1992;"15/16";"http://www.itsrugby.fr/joueur_23794.html"
"1045";"Tu'ungafasi";"Ofa";23;532;"Super Rugby";1992;"14/15";"http://www.itsrugby.fr/joueur_23794.html"
"1046";"Tu'ungafasi";"Ofa";22;187;"Super Rugby";1992;"13/14";"http://www.itsrugby.fr/joueur_23794.html"
"1047";"Tu'ungafasi";"Ofa";21;65;"Super Rugby";1992;"12/13";"http://www.itsrugby.fr/joueur_23794.html"
"1048";"Ahki";"Pita";24;11;"Super Rugby";1992;"16/17";"http://www.itsrugby.fr/joueur_23807.html"
"1049";"Ahki";"Pita";22;222;"Super Rugby";1992;"14/15";"http://www.itsrugby.fr/joueur_23807.html"
"1050";"Ahki";"Pita";21;493;"Super Rugby";1992;"13/14";"http://www.itsrugby.fr/joueur_23807.html"
"1051";"Chateau";"Karl";22;280;"Top 14";1992;"13/14";"http://www.itsrugby.fr/joueur_23904.html"
"1052";"Chateau";"Karl";21;34;"Top 14";1992;"12/13";"http://www.itsrugby.fr/joueur_23904.html"
"1053";"Pujol";"Jean-Bernard";21;8;"Top 14";1992;"12/13";"http://www.itsrugby.fr/joueur_23929.html"
"1054";"Ecochard";"Tom";21;312;"Top 14";1992;"13/14";"http://www.itsrugby.fr/joueur_23932.html"
"1055";"Ecochard";"Tom";20;92;"Top 14";1992;"12/13";"http://www.itsrugby.fr/joueur_23932.html"
"1056";"Yobo";"Jimmy";25;530;"Top 14";1992;"16/17";"http://www.itsrugby.fr/joueur_24044.html"
"1057";"Yobo";"Jimmy";24;784;"Top 14";1992;"15/16";"http://www.itsrugby.fr/joueur_24044.html"
"1058";"Yobo";"Jimmy";23;266;"Top 14";1992;"14/15";"http://www.itsrugby.fr/joueur_24044.html"
"1059";"Eade";"Scott";22;24;"Super Rugby";1992;"14/15";"http://www.itsrugby.fr/joueur_24069.html"
"1060";"Lacroix";"Gabriel";24;749;"Top 14";1993;"17/18";"http://www.itsrugby.fr/joueur_24097.html"
"1061";"Lacroix";"Gabriel";23;1359;"Top 14";1993;"16/17";"http://www.itsrugby.fr/joueur_24097.html"
"1062";"Lacroix";"Gabriel";22;1413;"Top 14";1993;"15/16";"http://www.itsrugby.fr/joueur_24097.html"
"1063";"Domvo";"Darly";25;242;"Top 14";1992;"16/17";"http://www.itsrugby.fr/joueur_24098.html"
"1064";"Domvo";"Darly";24;203;"Top 14";1992;"15/16";"http://www.itsrugby.fr/joueur_24098.html"
"1065";"Domvo";"Darly";23;349;"Top 14";1992;"14/15";"http://www.itsrugby.fr/joueur_24098.html"
"1066";"Domvo";"Darly";22;1650;"Top 14";1992;"13/14";"http://www.itsrugby.fr/joueur_24098.html"
"1067";"Domvo";"Darly";21;257;"Top 14";1992;"12/13";"http://www.itsrugby.fr/joueur_24098.html"
"1068";"Domvo";"Darly";20;13;"Top 14";1992;"11/12";"http://www.itsrugby.fr/joueur_24098.html"
"1069";"Chauveau";"Andrew";21;80;"Top 14";1992;"12/13";"http://www.itsrugby.fr/joueur_24099.html"
"1070";"Chauveau";"Andrew";20;23;"Top 14";1992;"11/12";"http://www.itsrugby.fr/joueur_24099.html"
"1071";"Platon";"Theo";21;12;"Top 14";1992;"13/14";"http://www.itsrugby.fr/joueur_24113.html"
"1072";"Babillot";"Mathieu";25;726;"Top 14";1993;"18/19";"http://www.itsrugby.fr/joueur_24115.html"
"1073";"Babillot";"Mathieu";24;1627;"Top 14";1993;"17/18";"http://www.itsrugby.fr/joueur_24115.html"
"1074";"Babillot";"Mathieu";23;1130;"Top 14";1993;"16/17";"http://www.itsrugby.fr/joueur_24115.html"
"1075";"Babillot";"Mathieu";22;570;"Top 14";1993;"15/16";"http://www.itsrugby.fr/joueur_24115.html"
"1076";"Babillot";"Mathieu";21;407;"Top 14";1993;"14/15";"http://www.itsrugby.fr/joueur_24115.html"
"1077";"Babillot";"Mathieu";20;8;"Top 14";1993;"13/14";"http://www.itsrugby.fr/joueur_24115.html"
"1078";"Cowan-Dickie";"Luke";25;704;"Premiership";1993;"17/18";"http://www.itsrugby.fr/joueur_24139.html"
"1079";"Cowan-Dickie";"Luke";24;876;"Premiership";1993;"16/17";"http://www.itsrugby.fr/joueur_24139.html"
"1080";"Cowan-Dickie";"Luke";23;817;"Premiership";1993;"15/16";"http://www.itsrugby.fr/joueur_24139.html"
"1081";"Cowan-Dickie";"Luke";22;620;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_24139.html"
"1082";"Cowan-Dickie";"Luke";21;344;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_24139.html"
"1083";"Nowell";"Jack";25;918;"Premiership";1993;"17/18";"http://www.itsrugby.fr/joueur_24140.html"
"1084";"Nowell";"Jack";24;706;"Premiership";1993;"16/17";"http://www.itsrugby.fr/joueur_24140.html"
"1085";"Nowell";"Jack";23;1032;"Premiership";1993;"15/16";"http://www.itsrugby.fr/joueur_24140.html"
"1086";"Nowell";"Jack";22;1227;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_24140.html"
"1087";"Nowell";"Jack";21;435;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_24140.html"
"1088";"Nowell";"Jack";20;880;"Premiership";1993;"12/13";"http://www.itsrugby.fr/joueur_24140.html"
"1089";"Slade";"Henry";25;1247;"Premiership";1993;"17/18";"http://www.itsrugby.fr/joueur_24141.html"
"1090";"Slade";"Henry";24;1090;"Premiership";1993;"16/17";"http://www.itsrugby.fr/joueur_24141.html"
"1091";"Slade";"Henry";23;1128;"Premiership";1993;"15/16";"http://www.itsrugby.fr/joueur_24141.html"
"1092";"Slade";"Henry";22;1708;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_24141.html"
"1093";"Slade";"Henry";21;639;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_24141.html"
"1094";"Slade";"Henry";20;6;"Premiership";1993;"12/13";"http://www.itsrugby.fr/joueur_24141.html"
"1095";"Atonio";"Uini";25;1332;"Top 14";1990;"14/15";"http://www.itsrugby.fr/joueur_24152.html"
"1096";"Otazo";"Clement";23;94;"Top 14";1992;"14/15";"http://www.itsrugby.fr/joueur_24155.html"
"1097";"Otazo";"Clement";20;381;"Top 14";1992;"11/12";"http://www.itsrugby.fr/joueur_24155.html"
"1098";"Stephenson";"Tom";24;243;"Premiership";1994;"17/18";"http://www.itsrugby.fr/joueur_24173.html"
"1099";"Stephenson";"Tom";22;41;"Premiership";1994;"15/16";"http://www.itsrugby.fr/joueur_24173.html"
"1100";"Stephenson";"Tom";21;853;"Premiership";1994;"14/15";"http://www.itsrugby.fr/joueur_24173.html"
"1101";"Stephenson";"Tom";20;274;"Premiership";1994;"13/14";"http://www.itsrugby.fr/joueur_24173.html"
"1102";"McKenzie";"Marty";25;407;"Super Rugby";1992;"17/18";"http://www.itsrugby.fr/joueur_24226.html"
"1103";"McKenzie";"Marty";24;120;"Super Rugby";1992;"16/17";"http://www.itsrugby.fr/joueur_24226.html"
"1104";"McKenzie";"Marty";23;56;"Super Rugby";1992;"15/16";"http://www.itsrugby.fr/joueur_24226.html"
"1105";"McKenzie";"Marty";22;347;"Super Rugby";1992;"14/15";"http://www.itsrugby.fr/joueur_24226.html"
"1106";"McKenzie";"Marty";20;17;"Super Rugby";1992;"12/13";"http://www.itsrugby.fr/joueur_24226.html"
"1107";"Latta";"Joe";23;198;"Super Rugby";1992;"14/15";"http://www.itsrugby.fr/joueur_24249.html"
"1108";"Escande";"Eric";25;750;"Top 14";1992;"17/18";"http://www.itsrugby.fr/joueur_24269.html"
"1109";"Escande";"Eric";24;703;"Top 14";1992;"16/17";"http://www.itsrugby.fr/joueur_24269.html"
"1110";"Escande";"Eric";23;566;"Top 14";1992;"15/16";"http://www.itsrugby.fr/joueur_24269.html"
"1111";"Escande";"Eric";22;663;"Top 14";1992;"14/15";"http://www.itsrugby.fr/joueur_24269.html"
"1112";"Escande";"Eric";21;281;"Top 14";1992;"13/14";"http://www.itsrugby.fr/joueur_24269.html"
"1113";"Escande";"Eric";20;157;"Top 14";1992;"12/13";"http://www.itsrugby.fr/joueur_24269.html"
"1114";"Escande";"Eric";19;489;"Top 14";1992;"11/12";"http://www.itsrugby.fr/joueur_24269.html"
"1115";"Hardwick";"Tom";20;133;"Premiership";1999;"18/19";"http://www.itsrugby.fr/joueur_24307.html"
"1116";"Danty";"Jonathan";25;1465;"Top 14";1992;"17/18";"http://www.itsrugby.fr/joueur_24324.html"
"1117";"Danty";"Jonathan";24;918;"Top 14";1992;"16/17";"http://www.itsrugby.fr/joueur_24324.html"
"1118";"Danty";"Jonathan";23;1190;"Top 14";1992;"15/16";"http://www.itsrugby.fr/joueur_24324.html"
"1119";"Danty";"Jonathan";22;1483;"Top 14";1992;"14/15";"http://www.itsrugby.fr/joueur_24324.html"
"1120";"Danty";"Jonathan";21;938;"Top 14";1992;"13/14";"http://www.itsrugby.fr/joueur_24324.html"
"1121";"Danty";"Jonathan";20;25;"Top 14";1992;"12/13";"http://www.itsrugby.fr/joueur_24324.html"
"1122";"Danty";"Jonathan";19;300;"Top 14";1992;"11/12";"http://www.itsrugby.fr/joueur_24324.html"
"1123";"Spencer";"Ben";25;985;"Premiership";1992;"17/18";"http://www.itsrugby.fr/joueur_24326.html"
"1124";"Spencer";"Ben";24;658;"Premiership";1992;"16/17";"http://www.itsrugby.fr/joueur_24326.html"
"1125";"Spencer";"Ben";23;566;"Premiership";1992;"15/16";"http://www.itsrugby.fr/joueur_24326.html"
"1126";"Spencer";"Ben";22;181;"Premiership";1992;"14/15";"http://www.itsrugby.fr/joueur_24326.html"
"1127";"Spencer";"Ben";21;140;"Premiership";1992;"13/14";"http://www.itsrugby.fr/joueur_24326.html"
"1128";"Spencer";"Ben";20;18;"Premiership";1992;"12/13";"http://www.itsrugby.fr/joueur_24326.html"
"1129";"Spencer";"Ben";19;384;"Premiership";1992;"11/12";"http://www.itsrugby.fr/joueur_24326.html"
"1130";"Walker";"Charlie";25;1179;"Premiership";1992;"17/18";"http://www.itsrugby.fr/joueur_24329.html"
"1131";"Walker";"Charlie";24;318;"Premiership";1992;"16/17";"http://www.itsrugby.fr/joueur_24329.html"
"1132";"Walker";"Charlie";23;910;"Premiership";1992;"15/16";"http://www.itsrugby.fr/joueur_24329.html"
"1133";"Walker";"Charlie";22;803;"Premiership";1992;"14/15";"http://www.itsrugby.fr/joueur_24329.html"
"1134";"Walker";"Charlie";21;373;"Premiership";1992;"13/14";"http://www.itsrugby.fr/joueur_24329.html"
"1135";"Walker";"Charlie";19;11;"Premiership";1992;"11/12";"http://www.itsrugby.fr/joueur_24329.html"
"1136";"Sinckler";"Kyle";25;1044;"Premiership";1993;"17/18";"http://www.itsrugby.fr/joueur_24420.html"
"1137";"Sinckler";"Kyle";24;911;"Premiership";1993;"16/17";"http://www.itsrugby.fr/joueur_24420.html"
"1138";"Sinckler";"Kyle";23;733;"Premiership";1993;"15/16";"http://www.itsrugby.fr/joueur_24420.html"
"1139";"Sinckler";"Kyle";22;907;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_24420.html"
"1140";"Sinckler";"Kyle";21;741;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_24420.html"
"1141";"Sinckler";"Kyle";20;24;"Premiership";1993;"12/13";"http://www.itsrugby.fr/joueur_24420.html"
"1142";"Sinckler";"Kyle";19;5;"Premiership";1993;"11/12";"http://www.itsrugby.fr/joueur_24420.html"
"1143";"Poirot";"Jefferson";25;648;"Top 14";1992;"17/18";"http://www.itsrugby.fr/joueur_24445.html"
"1144";"Poirot";"Jefferson";24;794;"Top 14";1992;"16/17";"http://www.itsrugby.fr/joueur_24445.html"
"1145";"Poirot";"Jefferson";23;528;"Top 14";1992;"15/16";"http://www.itsrugby.fr/joueur_24445.html"
"1146";"Poirot";"Jefferson";22;794;"Top 14";1992;"14/15";"http://www.itsrugby.fr/joueur_24445.html"
"1147";"Poirot";"Jefferson";21;405;"Top 14";1992;"13/14";"http://www.itsrugby.fr/joueur_24445.html"
"1148";"Poirot";"Jefferson";20;476;"Top 14";1992;"12/13";"http://www.itsrugby.fr/joueur_24445.html"
"1149";"Poirot";"Jefferson";19;106;"Top 14";1992;"11/12";"http://www.itsrugby.fr/joueur_24445.html"
"1150";"Watson";"Anthony";24;800;"Premiership";1994;"17/18";"http://www.itsrugby.fr/joueur_24462.html"
"1151";"Watson";"Anthony";23;715;"Premiership";1994;"16/17";"http://www.itsrugby.fr/joueur_24462.html"
"1152";"Watson";"Anthony";22;719;"Premiership";1994;"15/16";"http://www.itsrugby.fr/joueur_24462.html"
"1153";"Watson";"Anthony";21;911;"Premiership";1994;"14/15";"http://www.itsrugby.fr/joueur_24462.html"
"1154";"Watson";"Anthony";20;1444;"Premiership";1994;"13/14";"http://www.itsrugby.fr/joueur_24462.html"
"1155";"Watson";"Anthony";19;362;"Premiership";1994;"12/13";"http://www.itsrugby.fr/joueur_24462.html"
"1156";"Watson";"Anthony";18;10;"Premiership";1994;"11/12";"http://www.itsrugby.fr/joueur_24462.html"
"1157";"Bell";"Thomas";25;908;"Premiership";1992;"17/18";"http://www.itsrugby.fr/joueur_24465.html"
"1158";"Bell";"Thomas";23;491;"Premiership";1992;"15/16";"http://www.itsrugby.fr/joueur_24465.html"
"1159";"Bell";"Thomas";22;285;"Premiership";1992;"14/15";"http://www.itsrugby.fr/joueur_24465.html"
"1160";"Bell";"Thomas";21;312;"Premiership";1992;"13/14";"http://www.itsrugby.fr/joueur_24465.html"
"1161";"Bell";"Thomas";20;264;"Premiership";1992;"12/13";"http://www.itsrugby.fr/joueur_24465.html"
"1162";"Bell";"Thomas";19;80;"Premiership";1992;"11/12";"http://www.itsrugby.fr/joueur_24465.html"
"1163";"Hankin";"Matt";22;27;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_24716.html"
"1164";"Hankin";"Matt";21;16;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_24716.html"
"1165";"Laranjeira";"Thomas";25;728;"Top 14";1992;"16/17";"http://www.itsrugby.fr/joueur_24822.html"
"1166";"Laranjeira";"Thomas";24;885;"Top 14";1992;"15/16";"http://www.itsrugby.fr/joueur_24822.html"
"1167";"Laranjeira";"Thomas";23;573;"Top 14";1992;"14/15";"http://www.itsrugby.fr/joueur_24822.html"
"1168";"Laranjeira";"Thomas";22;879;"Top 14";1992;"13/14";"http://www.itsrugby.fr/joueur_24822.html"
"1169";"Regard";"Thibaut";25;955;"Top 14";1993;"18/19";"http://www.itsrugby.fr/joueur_24831.html"
"1170";"Regard";"Thibaut";24;1969;"Top 14";1993;"17/18";"http://www.itsrugby.fr/joueur_24831.html"
"1171";"Regard";"Thibaut";23;763;"Top 14";1993;"16/17";"http://www.itsrugby.fr/joueur_24831.html"
"1172";"Regard";"Thibaut";21;397;"Top 14";1993;"14/15";"http://www.itsrugby.fr/joueur_24831.html"
"1173";"Harrison";"Ross";25;1624;"Premiership";1992;"17/18";"http://www.itsrugby.fr/joueur_24837.html"
"1174";"Harrison";"Ross";24;1339;"Premiership";1992;"16/17";"http://www.itsrugby.fr/joueur_24837.html"
"1175";"Harrison";"Ross";23;983;"Premiership";1992;"15/16";"http://www.itsrugby.fr/joueur_24837.html"
"1176";"Harrison";"Ross";22;753;"Premiership";1992;"14/15";"http://www.itsrugby.fr/joueur_24837.html"
"1177";"Harrison";"Ross";21;770;"Premiership";1992;"13/14";"http://www.itsrugby.fr/joueur_24837.html"
"1178";"Harrison";"Ross";20;790;"Premiership";1992;"12/13";"http://www.itsrugby.fr/joueur_24837.html"
"1179";"Harrison";"Ross";19;44;"Premiership";1992;"11/12";"http://www.itsrugby.fr/joueur_24837.html"
"1180";"Morris";"Nathan";22;565;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_24839.html"
"1181";"Morris";"Nathan";20;28;"Premiership";1993;"12/13";"http://www.itsrugby.fr/joueur_24839.html"
"1182";"Cotet";"Pascal";19;2;"Top 14";1993;"12/13";"http://www.itsrugby.fr/joueur_25203.html"
"1183";"Aliouat";"Johan";25;269;"Top 14";1993;"17/18";"http://www.itsrugby.fr/joueur_25205.html"
"1184";"Aliouat";"Johan";24;101;"Top 14";1993;"16/17";"http://www.itsrugby.fr/joueur_25205.html"
"1185";"Aliouat";"Johan";22;9;"Top 14";1993;"14/15";"http://www.itsrugby.fr/joueur_25205.html"
"1186";"Aliouat";"Johan";21;11;"Top 14";1993;"13/14";"http://www.itsrugby.fr/joueur_25205.html"
"1187";"Tolofua";"Christopher";23;610;"Top 14";1993;"16/17";"http://www.itsrugby.fr/joueur_25207.html"
"1188";"Tolofua";"Christopher";22;778;"Top 14";1993;"15/16";"http://www.itsrugby.fr/joueur_25207.html"
"1189";"Tolofua";"Christopher";21;268;"Top 14";1993;"14/15";"http://www.itsrugby.fr/joueur_25207.html"
"1190";"Tolofua";"Christopher";20;1280;"Top 14";1993;"13/14";"http://www.itsrugby.fr/joueur_25207.html"
"1191";"Tolofua";"Christopher";19;444;"Top 14";1993;"12/13";"http://www.itsrugby.fr/joueur_25207.html"
"1192";"Tolofua";"Christopher";18;557;"Top 14";1993;"11/12";"http://www.itsrugby.fr/joueur_25207.html"
"1193";"Kazubek";"Julien";23;90;"Top 14";1992;"14/15";"http://www.itsrugby.fr/joueur_25209.html"
"1194";"Kazubek";"Julien";22;114;"Top 14";1992;"13/14";"http://www.itsrugby.fr/joueur_25209.html"
"1195";"Jedrasiak";"Paul";25;1160;"Top 14";1993;"17/18";"http://www.itsrugby.fr/joueur_25210.html"
"1196";"Jedrasiak";"Paul";24;764;"Top 14";1993;"16/17";"http://www.itsrugby.fr/joueur_25210.html"
"1197";"Jedrasiak";"Paul";23;1060;"Top 14";1993;"15/16";"http://www.itsrugby.fr/joueur_25210.html"
"1198";"Jedrasiak";"Paul";22;546;"Top 14";1993;"14/15";"http://www.itsrugby.fr/joueur_25210.html"
"1199";"Jedrasiak";"Paul";21;119;"Top 14";1993;"13/14";"http://www.itsrugby.fr/joueur_25210.html"
"1200";"Hepburn";"Alec";25;705;"Premiership";1993;"17/18";"http://www.itsrugby.fr/joueur_25246.html"
"1201";"Hepburn";"Alec";24;166;"Premiership";1993;"16/17";"http://www.itsrugby.fr/joueur_25246.html"
"1202";"Hepburn";"Alec";23;671;"Premiership";1993;"15/16";"http://www.itsrugby.fr/joueur_25246.html"
"1203";"Day";"Alex";21;7;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_25247.html"
"1204";"Merrick";"George";25;905;"Premiership";1992;"17/18";"http://www.itsrugby.fr/joueur_25248.html"
"1205";"Merrick";"George";24;954;"Premiership";1992;"16/17";"http://www.itsrugby.fr/joueur_25248.html"
"1206";"Merrick";"George";23;616;"Premiership";1992;"15/16";"http://www.itsrugby.fr/joueur_25248.html"
"1207";"Merrick";"George";22;182;"Premiership";1992;"14/15";"http://www.itsrugby.fr/joueur_25248.html"
"1208";"Merrick";"George";21;180;"Premiership";1992;"13/14";"http://www.itsrugby.fr/joueur_25248.html"
"1209";"Clifford";"Jack";25;509;"Premiership";1993;"17/18";"http://www.itsrugby.fr/joueur_25249.html"
"1210";"Clifford";"Jack";24;434;"Premiership";1993;"16/17";"http://www.itsrugby.fr/joueur_25249.html"
"1211";"Clifford";"Jack";23;761;"Premiership";1993;"15/16";"http://www.itsrugby.fr/joueur_25249.html"
"1212";"Clifford";"Jack";22;1195;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_25249.html"
"1213";"Clifford";"Jack";21;50;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_25249.html"
"1214";"Clifford";"Jack";20;2;"Premiership";1993;"12/13";"http://www.itsrugby.fr/joueur_25249.html"
"1215";"Spurling";"Scott";25;122;"Premiership";1993;"17/18";"http://www.itsrugby.fr/joueur_25250.html"
"1216";"Spurling";"Scott";24;13;"Premiership";1993;"16/17";"http://www.itsrugby.fr/joueur_25250.html"
"1217";"Spurling";"Scott";22;27;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_25250.html"
"1218";"Spurling";"Scott";21;58;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_25250.html"
"1219";"Earle";"Nathan";24;1200;"Premiership";1994;"18/19";"http://www.itsrugby.fr/joueur_25276.html"
"1220";"Earle";"Nathan";23;591;"Premiership";1994;"17/18";"http://www.itsrugby.fr/joueur_25276.html"
"1221";"Earle";"Nathan";22;332;"Premiership";1994;"16/17";"http://www.itsrugby.fr/joueur_25276.html"
"1222";"Earle";"Nathan";21;7;"Premiership";1994;"15/16";"http://www.itsrugby.fr/joueur_25276.html"
"1223";"Savea";"Ardie";25;160;"Super Rugby";1993;"18/19";"http://www.itsrugby.fr/joueur_25306.html"
"1224";"Savea";"Ardie";24;743;"Super Rugby";1993;"17/18";"http://www.itsrugby.fr/joueur_25306.html"
"1225";"Savea";"Ardie";23;1135;"Super Rugby";1993;"16/17";"http://www.itsrugby.fr/joueur_25306.html"
"1226";"Savea";"Ardie";22;1327;"Super Rugby";1993;"15/16";"http://www.itsrugby.fr/joueur_25306.html"
"1227";"Savea";"Ardie";21;977;"Super Rugby";1993;"14/15";"http://www.itsrugby.fr/joueur_25306.html"
"1228";"Savea";"Ardie";20;575;"Super Rugby";1993;"13/14";"http://www.itsrugby.fr/joueur_25306.html"
"1229";"Savea";"Ardie";19;163;"Super Rugby";1993;"12/13";"http://www.itsrugby.fr/joueur_25306.html"
"1230";"Stooke";"Elliott";25;837;"Premiership";1993;"18/19";"http://www.itsrugby.fr/joueur_25351.html"
"1231";"Stooke";"Elliott";24;1430;"Premiership";1993;"17/18";"http://www.itsrugby.fr/joueur_25351.html"
"1232";"Stooke";"Elliott";23;1007;"Premiership";1993;"16/17";"http://www.itsrugby.fr/joueur_25351.html"
"1233";"Stooke";"Elliott";22;499;"Premiership";1993;"15/16";"http://www.itsrugby.fr/joueur_25351.html"
"1234";"Stooke";"Elliott";22;187;"Premiership";1993;"15/16";"http://www.itsrugby.fr/joueur_25351.html"
"1235";"Stooke";"Elliott";21;557;"Premiership";1993;"14/15";"http://www.itsrugby.fr/joueur_25351.html"
"1236";"Stooke";"Elliott";20;1318;"Premiership";1993;"13/14";"http://www.itsrugby.fr/joueur_25351.html"
"1237";"Selponi";"Enzo";22;360;"Top 14";1993;"14/15";"http://www.itsrugby.fr/joueur_25467.html"
"1238";"Selponi";"Enzo";21;84;"Top 14";1993;"13/14";"http://www.itsrugby.fr/joueur_25467.html"
"1239";"Placines";"Alban";21;38;"Top 14";1993;"13/14";"http://www.itsrugby.fr/joueur_25472.html"
"1240";"Willemse";"Paul";25;1285;"Top 14";1992;"17/18";"http://www.itsrugby.fr/joueur_25645.html"
"1241";"Willemse";"Paul";24;1062;"Top 14";1992;"16/17";"http://www.itsrugby.fr/joueur_25645.html"
"1242";"Willemse";"Paul";23;1748;"Top 14";1992;"15/16";"http://www.itsrugby.fr/joueur_25645.html"
"1243";"Willemse";"Paul";22;437;"Top 14";1992;"14/15";"http://www.itsrugby.fr/joueur_25645.html"
"1244";"Visinia";"Lolagi";23;684;"Super Rugby";1993;"15/16";"http://www.itsrugby.fr/joueur_25768.html"
"1245";"Visinia";"Lolagi";22;792;"Super Rugby";1993;"14/15";"http://www.itsrugby.fr/joueur_25768.html"
"1246";"Visinia";"Lolagi";21;629;"Super Rugby";1993;"13/14";"http://www.itsrugby.fr/joueur_25768.html"
"1247";"Visinia";"Lolagi";20;80;"Super Rugby";1993;"12/13";"http://www.itsrugby.fr/joueur_25768.html"
"1248";"Thomas";"Teddy";25;394;"Top 14";1993;"18/19";"http://www.itsrugby.fr/joueur_26166.html"
"1249";"Thomas";"Teddy";24;1020;"Top 14";1993;"17/18";"http://www.itsrugby.fr/joueur_26166.html"
"1250";"Thomas";"Teddy";23;862;"Top 14";1993;"16/17";"http://www.itsrugby.fr/joueur_26166.html"
"1251";"Thomas";"Teddy";22;79;"Top 14";1993;"15/16";"http://www.itsrugby.fr/joueur_26166.html"
"1252";"Thomas";"Teddy";21;1055;"Top 14";1993;"14/15";"http://www.itsrugby.fr/joueur_26166.html"
