"";"nom";"prenom";"age";"minutes";"Competition";"year";"saison";"lien"
"1";"Bastareaud";"Mathieu";25;1340;"Top 14";1988;"13/14";"http://www.itsrugby.fr/joueur_4806.html"
"2";"Bastareaud";"Mathieu";24;1347;"Top 14";1988;"12/13";"http://www.itsrugby.fr/joueur_4806.html"
"3";"Bastareaud";"Mathieu";23;1623;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_4806.html"
"4";"Bastareaud";"Mathieu";22;1828;"Top 14";1988;"10/11";"http://www.itsrugby.fr/joueur_4806.html"
"5";"Bastareaud";"Mathieu";21;1409;"Top 14";1988;"09/10";"http://www.itsrugby.fr/joueur_4806.html"
"6";"Bastareaud";"Mathieu";20;1275;"Top 14";1988;"08/09";"http://www.itsrugby.fr/joueur_4806.html"
"7";"Bastareaud";"Mathieu";19;785;"Top 14";1988;"07/08";"http://www.itsrugby.fr/joueur_4806.html"
"8";"Maestri";"Yoann";25;1328;"Top 14";1988;"12/13";"http://www.itsrugby.fr/joueur_4829.html"
"9";"Maestri";"Yoann";24;1402;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_4829.html"
"10";"Maestri";"Yoann";23;1248;"Top 14";1988;"10/11";"http://www.itsrugby.fr/joueur_4829.html"
"11";"Maestri";"Yoann";22;1222;"Top 14";1988;"09/10";"http://www.itsrugby.fr/joueur_4829.html"
"12";"Maestri";"Yoann";21;1139;"Top 14";1988;"08/09";"http://www.itsrugby.fr/joueur_4829.html"
"13";"Turner-Hall";"Jordan";25;1049;"Premiership";1988;"12/13";"http://www.itsrugby.fr/joueur_4853.html"
"14";"Turner-Hall";"Jordan";24;1637;"Premiership";1988;"11/12";"http://www.itsrugby.fr/joueur_4853.html"
"15";"Turner-Hall";"Jordan";23;1727;"Premiership";1988;"10/11";"http://www.itsrugby.fr/joueur_4853.html"
"16";"Turner-Hall";"Jordan";22;1004;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_4853.html"
"17";"Turner-Hall";"Jordan";21;1541;"Premiership";1988;"08/09";"http://www.itsrugby.fr/joueur_4853.html"
"18";"Turner-Hall";"Jordan";20;888;"Premiership";1988;"07/08";"http://www.itsrugby.fr/joueur_4853.html"
"19";"Afeaki";"Ben";25;666;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_4996.html"
"20";"Afeaki";"Ben";24;180;"Super Rugby";1988;"11/12";"http://www.itsrugby.fr/joueur_4996.html"
"21";"Afeaki";"Ben";23;456;"Super Rugby";1988;"10/11";"http://www.itsrugby.fr/joueur_4996.html"
"22";"Afeaki";"Ben";22;493;"Super Rugby";1988;"09/10";"http://www.itsrugby.fr/joueur_4996.html"
"23";"Ellis";"Hugo";22;10;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_5027.html"
"24";"Ellis";"Hugo";21;154;"Premiership";1988;"08/09";"http://www.itsrugby.fr/joueur_5027.html"
"25";"Ellis";"Hugo";20;64;"Premiership";1988;"07/08";"http://www.itsrugby.fr/joueur_5027.html"
"26";"Parra";"Morgan";25;1066;"Top 14";1988;"13/14";"http://www.itsrugby.fr/joueur_5042.html"
"27";"Parra";"Morgan";24;1116;"Top 14";1988;"12/13";"http://www.itsrugby.fr/joueur_5042.html"
"28";"Parra";"Morgan";23;819;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_5042.html"
"29";"Parra";"Morgan";22;1376;"Top 14";1988;"10/11";"http://www.itsrugby.fr/joueur_5042.html"
"30";"Parra";"Morgan";21;1208;"Top 14";1988;"09/10";"http://www.itsrugby.fr/joueur_5042.html"
"31";"Parra";"Morgan";20;1217;"Top 14";1988;"08/09";"http://www.itsrugby.fr/joueur_5042.html"
"32";"Parra";"Morgan";19;763;"Top 14";1988;"07/08";"http://www.itsrugby.fr/joueur_5042.html"
"33";"Renata";"Trent";25;80;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_5076.html"
"34";"Renata";"Trent";22;80;"Super Rugby";1988;"09/10";"http://www.itsrugby.fr/joueur_5076.html"
"35";"Tomas";"Adrien";23;31;"Top 14";1988;"10/11";"http://www.itsrugby.fr/joueur_5081.html"
"36";"Tomas";"Adrien";22;396;"Top 14";1988;"09/10";"http://www.itsrugby.fr/joueur_5081.html"
"37";"Tomas";"Adrien";21;127;"Top 14";1988;"08/09";"http://www.itsrugby.fr/joueur_5081.html"
"38";"Tomas";"Adrien";20;8;"Top 14";1988;"07/08";"http://www.itsrugby.fr/joueur_5081.html"
"39";"Catt";"Nat";25;363;"Premiership";1988;"12/13";"http://www.itsrugby.fr/joueur_5709.html"
"40";"Catt";"Nat";24;860;"Premiership";1988;"11/12";"http://www.itsrugby.fr/joueur_5709.html"
"41";"Catt";"Nat";23;407;"Premiership";1988;"10/11";"http://www.itsrugby.fr/joueur_5709.html"
"42";"Catt";"Nat";22;122;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_5709.html"
"43";"Taylor";"Andre";25;804;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_5876.html"
"44";"Taylor";"Andre";24;1204;"Super Rugby";1988;"11/12";"http://www.itsrugby.fr/joueur_5876.html"
"45";"Taylor";"Andre";23;681;"Super Rugby";1988;"10/11";"http://www.itsrugby.fr/joueur_5876.html"
"46";"Taylor";"Andre";22;333;"Super Rugby";1988;"09/10";"http://www.itsrugby.fr/joueur_5876.html"
"47";"David";"Yann";25;839;"Top 14";1988;"12/13";"http://www.itsrugby.fr/joueur_6204.html"
"48";"David";"Yann";24;1353;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_6204.html"
"49";"David";"Yann";23;134;"Top 14";1988;"10/11";"http://www.itsrugby.fr/joueur_6204.html"
"50";"David";"Yann";22;1282;"Top 14";1988;"09/10";"http://www.itsrugby.fr/joueur_6204.html"
"51";"David";"Yann";21;1179;"Top 14";1988;"08/09";"http://www.itsrugby.fr/joueur_6204.html"
"52";"David";"Yann";20;949;"Top 14";1988;"07/08";"http://www.itsrugby.fr/joueur_6204.html"
"53";"Cato";"Noah";25;80;"Premiership";1988;"12/13";"http://www.itsrugby.fr/joueur_6443.html"
"54";"Cato";"Noah";24;528;"Premiership";1988;"11/12";"http://www.itsrugby.fr/joueur_6443.html"
"55";"Cato";"Noah";23;398;"Premiership";1988;"10/11";"http://www.itsrugby.fr/joueur_6443.html"
"56";"Cato";"Noah";22;702;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_6443.html"
"57";"Cato";"Noah";21;794;"Premiership";1988;"08/09";"http://www.itsrugby.fr/joueur_6443.html"
"58";"Cato";"Noah";20;170;"Premiership";1988;"07/08";"http://www.itsrugby.fr/joueur_6443.html"
"59";"Dumora";"Julien";24;306;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_6451.html"
"60";"Lacrampe";"Thierry";25;331;"Top 14";1988;"12/13";"http://www.itsrugby.fr/joueur_8440.html"
"61";"Lacrampe";"Thierry";24;621;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_8440.html"
"62";"Dixon";"Ash";25;117;"Super Rugby";1988;"13/14";"http://www.itsrugby.fr/joueur_8476.html"
"63";"Dixon";"Ash";24;494;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_8476.html"
"64";"McDonald";"Quentin";24;230;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_8477.html"
"65";"McDonald";"Quentin";23;283;"Super Rugby";1988;"11/12";"http://www.itsrugby.fr/joueur_8477.html"
"66";"McDonald";"Quentin";22;195;"Super Rugby";1988;"10/11";"http://www.itsrugby.fr/joueur_8477.html"
"67";"McDonald";"Quentin";21;13;"Super Rugby";1988;"09/10";"http://www.itsrugby.fr/joueur_8477.html"
"68";"Whitelock";"Samuel";25;1336;"Super Rugby";1988;"13/14";"http://www.itsrugby.fr/joueur_8480.html"
"69";"Whitelock";"Samuel";24;1246;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_8480.html"
"70";"Whitelock";"Samuel";23;1225;"Super Rugby";1988;"11/12";"http://www.itsrugby.fr/joueur_8480.html"
"71";"Whitelock";"Samuel";22;734;"Super Rugby";1988;"10/11";"http://www.itsrugby.fr/joueur_8480.html"
"72";"Whitelock";"Samuel";21;731;"Super Rugby";1988;"09/10";"http://www.itsrugby.fr/joueur_8480.html"
"73";"Braid";"Luke";25;969;"Super Rugby";1988;"13/14";"http://www.itsrugby.fr/joueur_8482.html"
"74";"Braid";"Luke";24;1169;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_8482.html"
"75";"Braid";"Luke";23;995;"Super Rugby";1988;"11/12";"http://www.itsrugby.fr/joueur_8482.html"
"76";"Braid";"Luke";22;989;"Super Rugby";1988;"10/11";"http://www.itsrugby.fr/joueur_8482.html"
"77";"Braid";"Luke";21;317;"Super Rugby";1988;"09/10";"http://www.itsrugby.fr/joueur_8482.html"
"78";"Saili";"Peter";25;1074;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_8484.html"
"79";"Saili";"Peter";24;458;"Super Rugby";1988;"11/12";"http://www.itsrugby.fr/joueur_8484.html"
"80";"Saili";"Peter";23;1122;"Super Rugby";1988;"10/11";"http://www.itsrugby.fr/joueur_8484.html"
"81";"Saili";"Peter";22;467;"Super Rugby";1988;"09/10";"http://www.itsrugby.fr/joueur_8484.html"
"82";"Saili";"Peter";21;280;"Super Rugby";1988;"08/09";"http://www.itsrugby.fr/joueur_8484.html"
"83";"Crotty";"Ryan";25;1408;"Super Rugby";1988;"13/14";"http://www.itsrugby.fr/joueur_8487.html"
"84";"Crotty";"Ryan";24;1341;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_8487.html"
"85";"Crotty";"Ryan";23;795;"Super Rugby";1988;"11/12";"http://www.itsrugby.fr/joueur_8487.html"
"86";"Crotty";"Ryan";22;309;"Super Rugby";1988;"10/11";"http://www.itsrugby.fr/joueur_8487.html"
"87";"Crotty";"Ryan";21;668;"Super Rugby";1988;"09/10";"http://www.itsrugby.fr/joueur_8487.html"
"88";"Crotty";"Ryan";20;690;"Super Rugby";1988;"08/09";"http://www.itsrugby.fr/joueur_8487.html"
"89";"Kirkpatrick";"Daniel";23;53;"Super Rugby";1988;"11/12";"http://www.itsrugby.fr/joueur_8488.html"
"90";"Kirkpatrick";"Daniel";22;451;"Super Rugby";1988;"10/11";"http://www.itsrugby.fr/joueur_8488.html"
"91";"Kirkpatrick";"Daniel";21;71;"Super Rugby";1988;"09/10";"http://www.itsrugby.fr/joueur_8488.html"
"92";"Kirkpatrick";"Daniel";20;149;"Super Rugby";1988;"08/09";"http://www.itsrugby.fr/joueur_8488.html"
"93";"Poki";"Kade";25;575;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_8490.html"
"94";"Poki";"Kade";24;568;"Super Rugby";1988;"11/12";"http://www.itsrugby.fr/joueur_8490.html"
"95";"Poki";"Kade";23;880;"Super Rugby";1988;"10/11";"http://www.itsrugby.fr/joueur_8490.html"
"96";"Poki";"Kade";21;274;"Super Rugby";1988;"08/09";"http://www.itsrugby.fr/joueur_8490.html"
"97";"Poki";"Kade";20;784;"Super Rugby";1988;"07/08";"http://www.itsrugby.fr/joueur_8490.html"
"98";"Willison";"Jackson";25;456;"Super Rugby";1988;"13/14";"http://www.itsrugby.fr/joueur_8492.html"
"99";"Willison";"Jackson";24;576;"Super Rugby";1988;"12/13";"http://www.itsrugby.fr/joueur_8492.html"
"100";"Willison";"Jackson";23;533;"Super Rugby";1988;"11/12";"http://www.itsrugby.fr/joueur_8492.html"
"101";"Willison";"Jackson";22;222;"Super Rugby";1988;"10/11";"http://www.itsrugby.fr/joueur_8492.html"
"102";"Willison";"Jackson";21;536;"Super Rugby";1988;"09/10";"http://www.itsrugby.fr/joueur_8492.html"
"103";"Willison";"Jackson";20;138;"Super Rugby";1988;"08/09";"http://www.itsrugby.fr/joueur_8492.html"
"104";"Guildford";"Zach";24;1105;"Super Rugby";1989;"12/13";"http://www.itsrugby.fr/joueur_8493.html"
"105";"Guildford";"Zach";23;1305;"Super Rugby";1989;"11/12";"http://www.itsrugby.fr/joueur_8493.html"
"106";"Guildford";"Zach";22;1150;"Super Rugby";1989;"10/11";"http://www.itsrugby.fr/joueur_8493.html"
"107";"Guildford";"Zach";21;1057;"Super Rugby";1989;"09/10";"http://www.itsrugby.fr/joueur_8493.html"
"108";"Guildford";"Zach";20;608;"Super Rugby";1989;"08/09";"http://www.itsrugby.fr/joueur_8493.html"
"109";"Guildford";"Zach";19;414;"Super Rugby";1989;"07/08";"http://www.itsrugby.fr/joueur_8493.html"
"110";"Corbisiero";"Alex";25;186;"Premiership";1988;"12/13";"http://www.itsrugby.fr/joueur_8495.html"
"111";"Corbisiero";"Alex";24;460;"Premiership";1988;"11/12";"http://www.itsrugby.fr/joueur_8495.html"
"112";"Corbisiero";"Alex";23;690;"Premiership";1988;"10/11";"http://www.itsrugby.fr/joueur_8495.html"
"113";"Corbisiero";"Alex";22;375;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_8495.html"
"114";"Corbisiero";"Alex";21;650;"Premiership";1988;"08/09";"http://www.itsrugby.fr/joueur_8495.html"
"115";"Freer";"Scott";23;92;"Premiership";1988;"10/11";"http://www.itsrugby.fr/joueur_8496.html"
"116";"Moss";"Billy";25;14;"Premiership";1988;"12/13";"http://www.itsrugby.fr/joueur_8497.html"
"117";"Gillanders";"Gregor";20;2;"Premiership";1988;"07/08";"http://www.itsrugby.fr/joueur_8500.html"
"118";"Hobson";"Scott";22;25;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_8501.html"
"119";"Cox";"Matthew";25;259;"Premiership";1988;"12/13";"http://www.itsrugby.fr/joueur_8502.html"
"120";"Cox";"Matthew";24;842;"Premiership";1988;"11/12";"http://www.itsrugby.fr/joueur_8502.html"
"121";"Cox";"Matthew";23;123;"Premiership";1988;"10/11";"http://www.itsrugby.fr/joueur_8502.html"
"122";"Cox";"Matthew";22;19;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_8502.html"
"123";"Cox";"Matthew";21;78;"Premiership";1988;"08/09";"http://www.itsrugby.fr/joueur_8502.html"
"124";"Cox";"Matthew";20;80;"Premiership";1988;"07/08";"http://www.itsrugby.fr/joueur_8502.html"
"125";"Fisher";"Jonathan";25;131;"Premiership";1988;"13/14";"http://www.itsrugby.fr/joueur_8504.html"
"126";"Fisher";"Jonathan";24;395;"Premiership";1988;"12/13";"http://www.itsrugby.fr/joueur_8504.html"
"127";"Fisher";"Jonathan";22;32;"Premiership";1988;"10/11";"http://www.itsrugby.fr/joueur_8504.html"
"128";"Fisher";"Jonathan";21;38;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_8504.html"
"129";"Fisher";"Jonathan";20;79;"Premiership";1988;"08/09";"http://www.itsrugby.fr/joueur_8504.html"
"130";"Fisher";"Jonathan";19;17;"Premiership";1988;"07/08";"http://www.itsrugby.fr/joueur_8504.html"
"131";"Goode";"Alex";25;803;"Premiership";1988;"12/13";"http://www.itsrugby.fr/joueur_8506.html"
"132";"Goode";"Alex";24;1813;"Premiership";1988;"11/12";"http://www.itsrugby.fr/joueur_8506.html"
"133";"Goode";"Alex";23;1543;"Premiership";1988;"10/11";"http://www.itsrugby.fr/joueur_8506.html"
"134";"Goode";"Alex";22;1769;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_8506.html"
"135";"Goode";"Alex";21;971;"Premiership";1988;"08/09";"http://www.itsrugby.fr/joueur_8506.html"
"136";"Goode";"Alex";20;80;"Premiership";1988;"07/08";"http://www.itsrugby.fr/joueur_8506.html"
"137";"Benjamin";"Miles";24;1667;"Premiership";1988;"11/12";"http://www.itsrugby.fr/joueur_8509.html"
"138";"Benjamin";"Miles";22;1349;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_8509.html"
"139";"Benjamin";"Miles";21;1112;"Premiership";1988;"08/09";"http://www.itsrugby.fr/joueur_8509.html"
"140";"Benjamin";"Miles";20;1100;"Premiership";1988;"07/08";"http://www.itsrugby.fr/joueur_8509.html"
"141";"Tait";"Alex";24;525;"Premiership";1988;"11/12";"http://www.itsrugby.fr/joueur_8511.html"
"142";"Tait";"Alex";23;1201;"Premiership";1988;"10/11";"http://www.itsrugby.fr/joueur_8511.html"
"143";"Tait";"Alex";22;1232;"Premiership";1988;"09/10";"http://www.itsrugby.fr/joueur_8511.html"
"144";"Tait";"Alex";21;907;"Premiership";1988;"08/09";"http://www.itsrugby.fr/joueur_8511.html"
"145";"Tait";"Alex";20;99;"Premiership";1988;"07/08";"http://www.itsrugby.fr/joueur_8511.html"
"146";"Ric";"Clement";25;714;"Top 14";1988;"13/14";"http://www.itsrugby.fr/joueur_8514.html"
"147";"Ric";"Clement";24;191;"Top 14";1988;"12/13";"http://www.itsrugby.fr/joueur_8514.html"
"148";"Ric";"Clement";23;711;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_8514.html"
"149";"Ric";"Clement";22;374;"Top 14";1988;"10/11";"http://www.itsrugby.fr/joueur_8514.html"
"150";"Ric";"Clement";21;178;"Top 14";1988;"09/10";"http://www.itsrugby.fr/joueur_8514.html"
"151";"Ric";"Clement";20;46;"Top 14";1988;"08/09";"http://www.itsrugby.fr/joueur_8514.html"
"152";"Jaulhac";"Adam";25;1648;"Top 14";1988;"12/13";"http://www.itsrugby.fr/joueur_8517.html"
"153";"Jaulhac";"Adam";24;1582;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_8517.html"
"154";"Roidot";"Jean";24;191;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_8518.html"
"155";"Roidot";"Jean";23;126;"Top 14";1988;"10/11";"http://www.itsrugby.fr/joueur_8518.html"
"156";"Roidot";"Jean";22;165;"Top 14";1988;"09/10";"http://www.itsrugby.fr/joueur_8518.html"
"157";"Roidot";"Jean";21;289;"Top 14";1988;"08/09";"http://www.itsrugby.fr/joueur_8518.html"
"158";"Chollon";"Arthur";23;329;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_8519.html"
"159";"Madaule";"Louis-Benoit";25;1709;"Top 14";1988;"13/14";"http://www.itsrugby.fr/joueur_8520.html"
"160";"Madaule";"Louis-Benoit";24;1257;"Top 14";1988;"12/13";"http://www.itsrugby.fr/joueur_8520.html"
"161";"Madaule";"Louis-Benoit";23;445;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_8520.html"
"162";"Lakafia";"Raphael";25;720;"Top 14";1988;"13/14";"http://www.itsrugby.fr/joueur_8523.html"
"163";"Lakafia";"Raphael";24;1843;"Top 14";1988;"12/13";"http://www.itsrugby.fr/joueur_8523.html"
"164";"Lakafia";"Raphael";23;554;"Top 14";1988;"11/12";"http://www.itsrugby.fr/joueur_8523.html"
"165";"Lakafia";"Raphael";22;1469;"Top 14";1988;"10/11";"http://www.itsrugby.fr/joueur_8523.html"
"166";"Camara";"Djibril";25;805;"Top 14";1989;"13/14";"http://www.itsrugby.fr/joueur_8528.html"
"167";"Camara";"Djibril";24;369;"Top 14";1989;"12/13";"http://www.itsrugby.fr/joueur_8528.html"
"168";"Camara";"Djibril";23;525;"Top 14";1989;"11/12";"http://www.itsrugby.fr/joueur_8528.html"
"169";"Camara";"Djibril";22;597;"Top 14";1989;"10/11";"http://www.itsrugby.fr/joueur_8528.html"
"170";"Camara";"Djibril";21;643;"Top 14";1989;"09/10";"http://www.itsrugby.fr/joueur_8528.html"
"171";"Camara";"Djibril";20;555;"Top 14";1989;"08/09";"http://www.itsrugby.fr/joueur_8528.html"
"172";"Camara";"Djibril";19;552;"Top 14";1989;"07/08";"http://www.itsrugby.fr/joueur_8528.html"
"173";"Youngs";"Ben";25;1043;"Premiership";1989;"14/15";"http://www.itsrugby.fr/joueur_8760.html"
"174";"Youngs";"Ben";24;1267;"Premiership";1989;"13/14";"http://www.itsrugby.fr/joueur_8760.html"
"175";"Youngs";"Ben";23;881;"Premiership";1989;"12/13";"http://www.itsrugby.fr/joueur_8760.html"
"176";"Youngs";"Ben";22;798;"Premiership";1989;"11/12";"http://www.itsrugby.fr/joueur_8760.html"
"177";"Youngs";"Ben";21;1068;"Premiership";1989;"10/11";"http://www.itsrugby.fr/joueur_8760.html"
"178";"Youngs";"Ben";20;1451;"Premiership";1989;"09/10";"http://www.itsrugby.fr/joueur_8760.html"
"179";"Youngs";"Ben";19;251;"Premiership";1989;"08/09";"http://www.itsrugby.fr/joueur_8760.html"
"180";"Youngs";"Ben";18;189;"Premiership";1989;"07/08";"http://www.itsrugby.fr/joueur_8760.html"
"181";"Fall";"Benjamin";25;911;"Top 14";1989;"13/14";"http://www.itsrugby.fr/joueur_10037.html"
"182";"Fall";"Benjamin";24;718;"Top 14";1989;"12/13";"http://www.itsrugby.fr/joueur_10037.html"
"183";"Fall";"Benjamin";23;306;"Top 14";1989;"11/12";"http://www.itsrugby.fr/joueur_10037.html"
"184";"Fall";"Benjamin";22;1049;"Top 14";1989;"10/11";"http://www.itsrugby.fr/joueur_10037.html"
"185";"Fall";"Benjamin";21;1046;"Top 14";1989;"09/10";"http://www.itsrugby.fr/joueur_10037.html"
"186";"Fall";"Benjamin";20;542;"Top 14";1989;"08/09";"http://www.itsrugby.fr/joueur_10037.html"
"187";"Lewis";"Dave";25;1115;"Premiership";1989;"13/14";"http://www.itsrugby.fr/joueur_10297.html"
"188";"Lewis";"Dave";24;211;"Premiership";1989;"12/13";"http://www.itsrugby.fr/joueur_10297.html"
"189";"Lewis";"Dave";23;552;"Premiership";1989;"11/12";"http://www.itsrugby.fr/joueur_10297.html"
"190";"Lewis";"Dave";22;620;"Premiership";1989;"10/11";"http://www.itsrugby.fr/joueur_10297.html"
"191";"Lewis";"Dave";21;497;"Premiership";1989;"09/10";"http://www.itsrugby.fr/joueur_10297.html"
"192";"Lewis";"Dave";20;317;"Premiership";1989;"08/09";"http://www.itsrugby.fr/joueur_10297.html"
"193";"Lewis";"Dave";19;7;"Premiership";1989;"07/08";"http://www.itsrugby.fr/joueur_10297.html"
"194";"Stegmann";"Seb";24;480;"Premiership";1989;"12/13";"http://www.itsrugby.fr/joueur_10298.html"
"195";"Stegmann";"Seb";24;273;"Premiership";1989;"12/13";"http://www.itsrugby.fr/joueur_10298.html"
"196";"Stegmann";"Seb";23;566;"Premiership";1989;"11/12";"http://www.itsrugby.fr/joueur_10298.html"
"197";"Stegmann";"Seb";20;254;"Premiership";1989;"08/09";"http://www.itsrugby.fr/joueur_10298.html"
"198";"Stegmann";"Seb";19;19;"Premiership";1989;"07/08";"http://www.itsrugby.fr/joueur_10298.html"
"199";"Clark";"Callum";25;1458;"Premiership";1989;"13/14";"http://www.itsrugby.fr/joueur_10301.html"
"200";"Clark";"Callum";24;481;"Premiership";1989;"12/13";"http://www.itsrugby.fr/joueur_10301.html"
"201";"Clark";"Callum";23;919;"Premiership";1989;"11/12";"http://www.itsrugby.fr/joueur_10301.html"
"202";"Clark";"Callum";22;1163;"Premiership";1989;"10/11";"http://www.itsrugby.fr/joueur_10301.html"
"203";"Clark";"Callum";21;664;"Premiership";1989;"09/10";"http://www.itsrugby.fr/joueur_10301.html"
"204";"Clark";"Callum";19;922;"Premiership";1989;"07/08";"http://www.itsrugby.fr/joueur_10301.html"
"205";"Prosser";"Ryan";19;32;"Premiership";1988;"07/08";"http://www.itsrugby.fr/joueur_10307.html"
"206";"Radosavljevic";"Ludovic";25;887;"Top 14";1989;"14/15";"http://www.itsrugby.fr/joueur_10350.html"
"207";"Radosavljevic";"Ludovic";24;485;"Top 14";1989;"13/14";"http://www.itsrugby.fr/joueur_10350.html"
"208";"Radosavljevic";"Ludovic";23;975;"Top 14";1989;"12/13";"http://www.itsrugby.fr/joueur_10350.html"
"209";"Radosavljevic";"Ludovic";22;909;"Top 14";1989;"11/12";"http://www.itsrugby.fr/joueur_10350.html"
"210";"Radosavljevic";"Ludovic";21;122;"Top 14";1989;"10/11";"http://www.itsrugby.fr/joueur_10350.html"
"211";"Radosavljevic";"Ludovic";20;102;"Top 14";1989;"09/10";"http://www.itsrugby.fr/joueur_10350.html"
"212";"Radosavljevic";"Ludovic";19;30;"Top 14";1989;"08/09";"http://www.itsrugby.fr/joueur_10350.html"
"213";"Dumoulin";"Alexandre";25;1169;"Top 14";1989;"14/15";"http://www.itsrugby.fr/joueur_11761.html"
"214";"Dumoulin";"Alexandre";24;431;"Top 14";1989;"13/14";"http://www.itsrugby.fr/joueur_11761.html"
"215";"Dumoulin";"Alexandre";23;378;"Top 14";1989;"12/13";"http://www.itsrugby.fr/joueur_11761.html"
"216";"Dumoulin";"Alexandre";21;811;"Top 14";1989;"10/11";"http://www.itsrugby.fr/joueur_11761.html"
"217";"Dumoulin";"Alexandre";20;177;"Top 14";1989;"09/10";"http://www.itsrugby.fr/joueur_11761.html"
"218";"Eves";"Luke";23;603;"Premiership";1989;"11/12";"http://www.itsrugby.fr/joueur_11922.html"
"219";"Eves";"Luke";22;1358;"Premiership";1989;"10/11";"http://www.itsrugby.fr/joueur_11922.html"
"220";"Eves";"Luke";20;850;"Premiership";1989;"08/09";"http://www.itsrugby.fr/joueur_11922.html"
"221";"Eves";"Luke";19;170;"Premiership";1989;"07/08";"http://www.itsrugby.fr/joueur_11922.html"
"222";"Sullivan";"Baylin";20;106;"Super Rugby";1998;"18/19";"http://www.itsrugby.fr/joueur_12063.html"
"223";"Sullivan";"Baylin";19;25;"Super Rugby";1998;"17/18";"http://www.itsrugby.fr/joueur_12063.html"
"224";"Brethous";"Yann";24;507;"Top 14";1989;"12/13";"http://www.itsrugby.fr/joueur_12232.html"
"225";"Brethous";"Yann";20;169;"Top 14";1989;"08/09";"http://www.itsrugby.fr/joueur_12232.html"
"226";"Bezy";"Nicolas";25;91;"Top 14";1989;"13/14";"http://www.itsrugby.fr/joueur_12386.html"
"227";"Bezy";"Nicolas";24;310;"Top 14";1989;"12/13";"http://www.itsrugby.fr/joueur_12386.html"
"228";"Bezy";"Nicolas";23;424;"Top 14";1989;"11/12";"http://www.itsrugby.fr/joueur_12386.html"
"229";"Bezy";"Nicolas";22;593;"Top 14";1989;"10/11";"http://www.itsrugby.fr/joueur_12386.html"
"230";"Bezy";"Nicolas";21;217;"Top 14";1989;"09/10";"http://www.itsrugby.fr/joueur_12386.html"
"231";"Bezy";"Nicolas";20;1;"Top 14";1989;"08/09";"http://www.itsrugby.fr/joueur_12386.html"
"232";"Bezy";"Nicolas";19;329;"Top 14";1989;"07/08";"http://www.itsrugby.fr/joueur_12386.html"
"233";"Sharples";"Charlie";25;1511;"Premiership";1989;"14/15";"http://www.itsrugby.fr/joueur_12554.html"
"234";"Sharples";"Charlie";24;1284;"Premiership";1989;"13/14";"http://www.itsrugby.fr/joueur_12554.html"
"235";"Sharples";"Charlie";23;1247;"Premiership";1989;"12/13";"http://www.itsrugby.fr/joueur_12554.html"
"236";"Sharples";"Charlie";22;1526;"Premiership";1989;"11/12";"http://www.itsrugby.fr/joueur_12554.html"
"237";"Sharples";"Charlie";21;1212;"Premiership";1989;"10/11";"http://www.itsrugby.fr/joueur_12554.html"
"238";"Sharples";"Charlie";20;998;"Premiership";1989;"09/10";"http://www.itsrugby.fr/joueur_12554.html"
"239";"Sharples";"Charlie";19;583;"Premiership";1989;"08/09";"http://www.itsrugby.fr/joueur_12554.html"
"240";"Sharples";"Charlie";18;80;"Premiership";1989;"07/08";"http://www.itsrugby.fr/joueur_12554.html"
"241";"Trinder";"Henry";25;1151;"Premiership";1989;"13/14";"http://www.itsrugby.fr/joueur_12565.html"
"242";"Trinder";"Henry";24;799;"Premiership";1989;"12/13";"http://www.itsrugby.fr/joueur_12565.html"
