"";"nom";"prenom";"competition";"age";"minutes";"saison";"WC_U20";"lien"
"1";"Nyanga";"Yannick";"Top 14";25;1333;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_12.html"
"2";"Nyanga";"Yannick";"Top 14";24;1024;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12.html"
"3";"Dupuy";"Julien";"Top 14";24;905;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_26.html"
"4";"Szarzewski";"Dimitri";"Top 14";25;700;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_36.html"
"5";"Marchois";"Arnaud";"Top 14";25;1116;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_67.html"
"6";"Grandclaude";"Jean-Philippe";"Top 14";25;1722;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_80.html"
"7";"Arias";"Julien";"Top 14";25;1200;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_81.html"
"8";"Arias";"Julien";"Top 14";24;1098;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_81.html"
"9";"Fritz";"Florian";"Top 14";25;1545;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_95.html"
"10";"Fritz";"Florian";"Top 14";24;846;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_95.html"
"11";"Salle-Canne";"Anthony";"Top 14";25;451;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_111.html"
"12";"Cabannes";"Romain";"Top 14";25;1438;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_139.html"
"13";"Cabannes";"Romain";"Top 14";24;1290;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_139.html"
"14";"Cabannes";"Romain";"Top 14";23;729;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_139.html"
"15";"Courrent";"Valentin";"Top 14";25;740;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_163.html"
"16";"Garcia";"Cedric";"Top 14";25;1180;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_203.html"
"17";"Marty";"David";"Top 14";25;1301;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_218.html"
"18";"Baby";"Benoit";"Top 14";25;812;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_290.html"
"19";"Baby";"Benoit";"Top 14";24;1255;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_290.html"
"20";"Millo-Chluski";"Romain";"Top 14";25;1290;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_295.html"
"21";"Audy";"Julien";"Top 14";25;1500;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_300.html"
"22";"Audy";"Julien";"Top 14";24;841;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_300.html"
"23";"Peyras-Loustalet";"Jean-Baptiste";"Top 14";25;1383;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_313.html"
"24";"Peyras-Loustalet";"Jean-Baptiste";"Top 14";24;1742;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_313.html"
"25";"Durand";"Nicolas";"Top 14";25;1251;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_320.html"
"26";"Lacroix";"Thibault";"Top 14";25;1626;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_324.html"
"27";"Lacroix";"Thibault";"Top 14";24;1708;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_324.html"
"28";"Lacroix";"Thibault";"Top 14";23;1864;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_324.html"
"29";"Baget";"Marc";"Top 14";25;143;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_327.html"
"30";"Baget";"Marc";"Top 14";24;685;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_327.html"
"31";"Baget";"Marc";"Top 14";23;166;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_327.html"
"32";"Lison";"Denis";"Top 14";25;204;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_341.html"
"33";"Faure";"Florian";"Top 14";25;1307;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_361.html"
"34";"Bernad";"Guillaume";"Top 14";25;1585;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_380.html"
"35";"Beauxis";"Lionel";"Top 14";25;1784;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_474.html"
"36";"Beauxis";"Lionel";"Top 14";24;1485;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_474.html"
"37";"Beauxis";"Lionel";"Top 14";23;1420;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_474.html"
"38";"Beauxis";"Lionel";"Top 14";22;747;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_474.html"
"39";"Thiery";"Benjamin";"Top 14";25;323;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_477.html"
"40";"Thiery";"Benjamin";"Top 14";24;1455;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_477.html"
"41";"Floch";"Anthony";"Top 14";25;1043;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_496.html"
"42";"Ribes";"Guillaume";"Top 14";25;695;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_645.html"
"43";"Ribes";"Guillaume";"Top 14";24;995;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_645.html"
"44";"Ribes";"Guillaume";"Top 14";23;961;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_645.html"
"45";"Bouquie";"Thomas";"Top 14";25;1330;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_651.html"
"46";"Bianco";"Regis";"Top 14";25;1598;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_654.html"
"47";"Denos";"Florian";"Top 14";25;417;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_658.html"
"48";"Denos";"Florian";"Top 14";25;272;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_658.html"
"49";"Denos";"Florian";"Top 14";24;1426;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_658.html"
"50";"Denos";"Florian";"Top 14";23;1244;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_658.html"
"51";"Cibray";"Fabien";"Top 14";25;466;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_660.html"
"52";"Cibray";"Fabien";"Top 14";24;552;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_660.html"
"53";"Cibray";"Fabien";"Top 14";23;142;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_660.html"
"54";"Cibray";"Fabien";"Top 14";22;82;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_660.html"
"55";"Lespinas";"Regis";"Top 14";25;294;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_666.html"
"56";"Lespinas";"Regis";"Top 14";24;1332;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_666.html"
"57";"Lespinas";"Regis";"Top 14";23;724;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_666.html"
"58";"Dambielle";"Benjamin  ";"Top 14";25;1337;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_690.html"
"59";"Dambielle";"Benjamin  ";"Top 14";22;365;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_690.html"
"60";"Malzieu";"Julien";"Top 14";25;1029;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_749.html"
"61";"Mirande";"Sylvain";"Top 14";25;721;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_761.html"
"62";"Tomas";"Julien";"Top 14";25;1410;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_777.html"
"63";"Tomas";"Julien";"Top 14";24;1508;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_777.html"
"64";"Tomas";"Julien";"Top 14";23;1307;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_777.html"
"65";"Fevre";"Damien ";"Top 14";25;393;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_779.html"
"66";"Fevre";"Damien ";"Top 14";24;315;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_779.html"
"67";"Bourret";"Mathieu";"Top 14";25;157;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_781.html"
"68";"Bourret";"Mathieu";"Top 14";24;269;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_781.html"
"69";"Bourret";"Mathieu";"Top 14";23;423;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_781.html"
"70";"Sempere";"Laurent";"Top 14";25;546;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_791.html"
"71";"Sempere";"Laurent";"Top 14";24;324;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_791.html"
"72";"Sempere";"Laurent";"Top 14";23;248;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_791.html"
"73";"Jacquet";"Loic";"Top 14";25;896;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_805.html"
"74";"Jacquet";"Loic";"Top 14";24;1419;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_805.html"
"75";"Jacquet";"Loic";"Top 14";23;1030;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_805.html"
"76";"Couzier";"Frederic";"Top 14";25;1254;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_807.html"
"77";"Arganese";"Gregory";"Top 14";25;368;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_808.html"
"78";"Malonga";"Steve";"Top 14";25;759;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_812.html"
"79";"Malonga";"Steve";"Top 14";24;1284;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_812.html"
"80";"Malonga";"Steve";"Top 14";23;698;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_812.html"
"81";"Picamoles";"Louis";"Top 14";25;1164;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_815.html"
"82";"Picamoles";"Louis";"Top 14";24;1294;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_815.html"
"83";"Picamoles";"Louis";"Top 14";23;1149;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_815.html"
"84";"Picamoles";"Louis";"Top 14";22;1471;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_815.html"
"85";"Bontinck";"Nicolas";"Top 14";23;986;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_820.html"
"86";"Etcheverry";"Nicolas";"Top 14";25;1304;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_822.html"
"87";"Caballero";"Yannick";"Top 14";25;1831;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_823.html"
"88";"Kayser";"Benjamin";"Top 14";25;958;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1321.html"
"89";"Brana";"Thierry";"Top 14";25;972;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_1343.html"
"90";"Brana";"Thierry";"Top 14";24;373;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_1343.html"
"91";"Brana";"Thierry";"Top 14";23;1078;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1343.html"
"92";"Brana";"Thierry";"Top 14";22;1294;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1343.html"
"93";"Brana";"Thierry";"Top 14";21;1462;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1343.html"
"94";"Mignardi";"Arnaud";"Top 14";25;1972;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_1355.html"
"95";"Mignardi";"Arnaud";"Top 14";24;845;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_1355.html"
"96";"Mignardi";"Arnaud";"Top 14";23;1115;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1355.html"
"97";"Mignardi";"Arnaud";"Top 14";22;245;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1355.html"
"98";"Medard";"Maxime";"Top 14";25;450;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_1380.html"
"99";"Medard";"Maxime";"Top 14";24;1662;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_1380.html"
"100";"Medard";"Maxime";"Top 14";23;1089;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1380.html"
"101";"Medard";"Maxime";"Top 14";22;1217;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1380.html"
"102";"Medard";"Maxime";"Top 14";21;1558;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1380.html"
"103";"Battut";"Antoine";"Top 14";25;803;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1381.html"
"104";"Battut";"Antoine";"Top 14";24;1574;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1381.html"
"105";"Lacombe";"Virgile";"Top 14";25;580;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1382.html"
"106";"Lacombe";"Virgile";"Top 14";24;555;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1382.html"
"107";"Hegarty";"Shawn";"Top 14";24;220;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1386.html"
"108";"Montes";"Yohan";"Top 14";25;265;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1398.html"
"109";"Montes";"Yohan";"Top 14";24;479;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1398.html"
"110";"Montes";"Yohan";"Top 14";23;554;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1398.html"
"111";"Mazars";"Lionel";"Top 14";25;1745;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1405.html"
"112";"Mazars";"Lionel";"Top 14";24;798;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1405.html"
"113";"Diotallevi";"Aurelien";"Top 14";24;284;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1407.html"
"114";"Drozdz";"Denys";"Top 14";23;2;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1409.html"
"115";"Alcalde";"Jean-Mathieu";"Top 14";25;302;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1513.html"
"116";"Alcalde";"Jean-Mathieu";"Top 14";24;448;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1513.html"
"117";"Alcalde";"Jean-Mathieu";"Top 14";23;249;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1513.html"
"118";"Vigouroux";"Pierre";"Top 14";25;128;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1522.html"
"119";"Bruere";"Sebastien";"Top 14";25;235;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1562.html"
"120";"Koffi";"Joel";"Top 14";25;865;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1575.html"
"121";"Koffi";"Joel";"Top 14";24;1093;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1575.html"
"122";"Chouly";"Damien";"Top 14";25;1555;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_1649.html"
"123";"Chouly";"Damien";"Top 14";24;815;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1649.html"
"124";"Chouly";"Damien";"Top 14";23;1662;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1649.html"
"125";"Chouly";"Damien";"Top 14";22;1519;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1649.html"
"126";"Wisniewski";"Jonathan";"Top 14";25;1736;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_1654.html"
"127";"Wisniewski";"Jonathan";"Top 14";24;1277;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1654.html"
"128";"Zanon";"Benoit";"Top 14";22;48;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1657.html"
"129";"Barcella";"Fabien";"Top 14";25;1123;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1658.html"
"130";"Barcella";"Fabien";"Top 14";24;787;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1658.html"
"131";"Monzeglio";"Brice";"Top 14";25;546;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1665.html"
"132";"Aguillon";"Pierre";"Top 14";21;604;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1666.html"
"133";"Ouedraogo";"Fulgence";"Top 14";25;1269;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_1667.html"
"134";"Ouedraogo";"Fulgence";"Top 14";24;1767;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_1667.html"
"135";"Ouedraogo";"Fulgence";"Top 14";23;1116;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1667.html"
"136";"Ouedraogo";"Fulgence";"Top 14";22;1471;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1667.html"
"137";"Ouedraogo";"Fulgence";"Top 14";21;1395;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1667.html"
"138";"Trinh Duc";"Francois";"Top 14";25;1044;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_1668.html"
"139";"Trinh Duc";"Francois";"Top 14";24;1693;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_1668.html"
"140";"Trinh Duc";"Francois";"Top 14";23;1425;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_1668.html"
"141";"Trinh Duc";"Francois";"Top 14";22;1466;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1668.html"
"142";"Trinh Duc";"Francois";"Top 14";21;1320;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_1668.html"
"143";"Vidal";"Damien";"Top 14";24;207;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_1680.html"
"144";"Spedding";"Scott Leonard";"Top 14";25;1352;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_2293.html"
"145";"Spedding";"Scott Leonard";"Top 14";24;480;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_2293.html"
"146";"Spedding";"Scott Leonard";"Top 14";23;80;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_2293.html"
"147";"Saubade";"Julien";"Top 14";25;549;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_2539.html"
"148";"Saubade";"Julien";"Top 14";24;1521;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_2539.html"
"149";"Pesteil";"Leo";"Top 14";25;608;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_2544.html"
"150";"Fior";"Yann";"Top 14";25;369;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_2548.html"
"151";"Fior";"Yann";"Top 14";24;106;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_2548.html"
"152";"Benassis";"Olivier";"Top 14";25;95;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_2553.html"
"153";"Petitjean";"Maxime";"Top 14";25;774;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_2564.html"
"154";"Petitjean";"Maxime";"Top 14";24;748;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_2564.html"
"155";"Dridi";"Mohamed";"Top 14";25;78;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_2571.html"
"156";"Grimaud";"Olivier";"Top 14";23;86;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_2574.html"
"157";"Tillous-Borde";"Sebastien";"Top 14";25;600;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_2979.html"
"158";"Tillous-Borde";"Sebastien";"Top 14";24;723;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_2979.html"
"159";"Tillous-Borde";"Sebastien";"Top 14";23;943;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_2979.html"
"160";"Marienval";"Clement";"Top 14";25;92;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_2982.html"
"161";"Marienval";"Clement";"Top 14";24;696;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_2982.html"
"162";"Le Devedec";"Julien";"Top 14";25;743;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_2984.html"
"163";"Le Devedec";"Julien";"Top 14";24;176;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_2984.html"
"164";"Le Devedec";"Julien";"Top 14";22;210;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_2984.html"
"165";"Alexandre";"Fabien";"Top 14";25;385;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3039.html"
"166";"Alexandre";"Fabien";"Top 14";24;174;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3039.html"
"167";"Alexandre";"Fabien";"Top 14";23;605;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3039.html"
"168";"Deniau";"Vincent";"Top 14";25;1005;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3040.html"
"169";"Hiriart";"Bruno";"Top 14";25;823;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3042.html"
"170";"Hiriart";"Bruno";"Top 14";24;848;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3042.html"
"171";"Argel";"Florian";"Top 14";25;381;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3057.html"
"172";"Lafond";"Pierre-Philippe";"Top 14";25;223;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3060.html"
"173";"Lafond";"Pierre-Philippe";"Top 14";24;961;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3060.html"
"174";"Lafond";"Pierre-Philippe";"Top 14";23;880;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3060.html"
"175";"Figueiredo";"Adrien";"Top 14";25;278;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3096.html"
"176";"Diarra";"Ibrahim";"Top 14";25;1076;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3101.html"
"177";"Fortassin";"Fabien";"Top 14";25;1255;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3122.html"
"178";"Fortassin";"Fabien";"Top 14";24;1676;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3122.html"
"179";"Mazzonetto";"Jean-Marc";"Top 14";25;1325;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3158.html"
"180";"Ricaud";"Alexandre";"Top 14";24;908;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3161.html"
"181";"Cler";"Damien";"Top 14";25;1559;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3165.html"
"182";"Genthieu";"Alban";"Top 14";24;889;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3186.html"
"183";"Blanchard";"Cyriel";"Top 14";25;97;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3187.html"
"184";"Clement";"Vincent";"Top 14";25;1063;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3233.html"
"185";"Correia";"Pierre";"Top 14";25;545;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3248.html"
"186";"Correia";"Pierre";"Top 14";24;1173;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3248.html"
"187";"Saby";"Pierre";"Top 14";24;681;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3250.html"
"188";"Clarac";"Christophe";"Top 14";23;730;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3266.html"
"189";"Bourrust";"Benoit";"Top 14";25;445;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3268.html"
"190";"Bourrust";"Benoit";"Top 14";24;459;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3268.html"
"191";"Bourrust";"Benoit";"Top 14";23;245;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3268.html"
"192";"Rey";"Julien";"Top 14";25;1381;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_3313.html"
"193";"Lozupone";"Mirko";"Top 14";25;410;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3364.html"
"194";"Lozupone";"Mirko";"Top 14";24;142;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3364.html"
"195";"Lozupone";"Mirko";"Top 14";23;342;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3364.html"
"196";"Neveu";"Damien";"Top 14";25;1183;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_3366.html"
"197";"Neveu";"Damien";"Top 14";22;393;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3366.html"
"198";"Inigo";"Vincent";"Top 14";25;939;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3382.html"
"199";"Ducalcon";"Luc";"Top 14";25;1278;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3626.html"
"200";"Ducalcon";"Luc";"Top 14";24;397;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3626.html"
"201";"Sore";"Benjamin";"Top 14";23;1158;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3639.html"
"202";"Monribot";"Jean";"Top 14";25;1106;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_3641.html"
"203";"Monribot";"Jean";"Top 14";24;1476;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_3641.html"
"204";"Monribot";"Jean";"Top 14";23;1391;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_3641.html"
"205";"Heguy";"Arnaud";"Top 14";25;569;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3642.html"
"206";"Heguy";"Arnaud";"Top 14";24;887;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3642.html"
"207";"Heguy";"Arnaud";"Top 14";23;882;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3642.html"
"208";"Iguiniz";"Aretz";"Top 14";25;946;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3643.html"
"209";"Leonte";"Bogdan";"Top 14";25;404;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_3648.html"
"210";"Leonte";"Bogdan";"Top 14";24;796;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3648.html"
"211";"Leonte";"Bogdan";"Top 14";23;1136;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3648.html"
"212";"Leonte";"Bogdan";"Top 14";22;66;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3648.html"
"213";"Boulogne";"Kevin";"Top 14";25;436;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_3651.html"
"214";"Boulogne";"Kevin";"Top 14";24;1213;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3651.html"
"215";"Boulogne";"Kevin";"Top 14";22;372;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3651.html"
"216";"Campo";"Vincent";"Top 14";23;224;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3669.html"
"217";"Dabrin";"Paul";"Top 14";24;1177;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3685.html"
"218";"Kouider";"Karim";"Top 14";25;358;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_3731.html"
"219";"Andreu";"Marc";"Top 14";25;1905;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_3733.html"
"220";"Andreu";"Marc";"Top 14";24;1869;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3733.html"
"221";"Andreu";"Marc";"Top 14";23;982;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3733.html"
"222";"Basteres";"Benjamin";"Top 14";25;104;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3734.html"
